,Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,votes,view,view_month,date
733,Hoots the Owl,11. Vulture Lookout East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114418857/hoots-the-owl,1.5,-1,Boulder,V1,1,,43.41357,-89.70137,2,494,8,"May28,2018"
734,Fantastic Four,Evergreen > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112812880/fantastic-four,1.5,-1,Boulder,V0+,1,25.0,43.424479999999996,-89.7249,2,572,8,"Apr10,2017"
735,Project Zero,Evergreen > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108803281/project-zero,1.5,-1,Boulder,V0,1,,43.424479999999996,-89.7249,2,710,6,"Mar31,2014"
736,Humble Beginnings,Diamond in the Rough > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107757719/humble-beginnings,1.5,-1,Boulder,V2+,1,,43.42522,-89.72545,2,712,5,"Aug20,2012"
737,From a Sit,Super Slab Area > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108365440/from-a-sit,1.5,-1,Boulder,V1,1,,43.42098,-89.73728,2,558,5,"Oct2,2013"
738,Grave of the Fallen,"Grave of the Fallen > 2.  Fat Raccoon > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/108168273/grave-of-the-fallen,1.5,-1,Boulder,V2,1,,43.427609999999994,-89.73608,2,572,5,"May29,2013"
739,What does the fox say?,"Fox > 3.  Big Red > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/108350637/what-does-the-fox-say,1.5,-1,Boulder,V3-,1,15.0,43.4267,-89.73550999999999,2,506,4,"Sep23,2013"
740,80 and Rainy,Saucer > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107757964/80-and-rainy,1.5,-1,Boulder,V3,1,10.0,43.42435,-89.72505,2,564,4,"Aug20,2012"
741,Easy Pickings,Dumpster Boulder > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108196659/easy-pickings,1.5,-1,Boulder,V0,1,12.0,43.4203,-89.73666,2,505,4,"Jun16,2013"
742,Ghost Dance,Ghost Dance > 02. Ghost Talus > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108133120/ghost-dance,1.5,-1,Boulder,V1,1,,43.40887,-89.73657,2,508,4,"May8,2013"
743,"Mixed, But Not Stirred",Mix > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107757133/mixed-but-not-stirred,1.5,-1,Boulder,V3,1,,43.41251,-89.71195999999999,2,534,4,"Aug20,2012"
744,Step Left,"Slap > 3.  Big Red > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107645183/step-left,1.5,-1,Boulder,V0-,1,,43.42674,-89.73576,2,498,4,"Jun6,2012"
745,Peter's Corner,"Massive Vertigo > 7.  Massive Vertigo Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/106746836/peters-corner,1.5,-1,Boulder,V2,1,,43.4237,-89.73655,2,508,3,"Apr28,2010"
746,Blade,Headstone > 500 ft. Boulder Field > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106514771/blade,1.5,-1,Boulder,V1,1,,43.419909999999994,-89.73623,2,494,3,"Aug12,2009"
747,Ballpoint Pen,10. Hidden Amphitheater > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/123251165/ballpoint-pen,1.5,-1,Boulder,V0-1 PG13,1,15.0,43.4183,-89.72674,2,61,10,"Oct15,2022"
748,Cannon Fodder,4. Monolith Ridge - East Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111406302/cannon-fodder,1.1,-1,Boulder,V3,1,17.0,43.42157,-89.72333,7,764,9,"Dec10,2015"
749,The Power of The Chrome Dome,4. Show Me the Kind > 1. North Shore > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106435327/the-power-of-the-chrome-dome,1.1,-1,Boulder,V0,1,12.0,43.42699,-89.72633,7,921,5,"May18,2009"
750,Super Squeeze,Super Slab Area > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/121398284/super-squeeze,1.3,-1,Boulder,V3 PG13,1,,43.42098,-89.73728,3,212,11,"Oct2,2021"
751,Follow the Owl,4. Monolith Ridge - East Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/116777596/follow-the-owl,1.3,-1,Boulder,V1,1,,43.42157,-89.72333,3,575,12,"Apr23,2019"
752,Thumbelina,Ghost of the Forest > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122751425/thumbelina,1.3,-1,"Trad, Boulder",V0,1,,43.42508,-89.72621,3,98,11,"Jul17,2022"
753,Expect Nothing,Youggary Pillar > 04. Pork Chop > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118631326/expect-nothing,1.3,-1,Boulder,V3,1,,43.416909999999994,-89.73765,3,328,9,"Mar9,2020"
754,Whaleâ€™s Belly,Fukness (aka Heartbreak) > 04. Birthday Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118882935/whales-belly,1.3,-1,Boulder,V2,1,,43.41695,-89.72691,3,278,8,"May16,2020"
755,Deep Doodoo Right,4. Monolith Ridge - East Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111860607/deep-doodoo-right,1.3,-1,Boulder,V0,1,15.0,43.42157,-89.72333,3,659,8,"May18,2016"
756,Just the Tips,Beautiful & Bold > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/110760180/just-the-tips,1.3,-1,Boulder,V2,1,10.0,43.42184,-89.73729,3,509,5,"Jul16,2015"
757,Flux Warm-up,Flux > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107782995/flux-warm-up,1.3,-1,Boulder,V0,1,,43.41264,-89.71206,4,596,5,"Sep6,2012"
758,Cow Tipping,4. Monolith Ridge - East Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/117972007/cow-tipping,0.9,-1,Boulder,V0,1,8.0,43.42157,-89.72333,7,477,11,"Oct31,2019"
759,Whales on Crack,Whaler's Rock > 14. The Lost & Found (Neck Oil Wall) > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107574736/whales-on-crack,1.0,-1,Boulder,V0,1,15.0,43.41838,-89.72568000000001,4,519,4,"Apr23,2012"
760,Tangled in a Vine,Ghost of the Forest > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122510791/tangled-in-a-vine,1.0,-1,Boulder,V1,1,,43.42508,-89.72621,4,129,12,"Jun4,2022"
761,Farmers Ring,2. Farmer's Wall > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122296854/farmers-ring,1.0,-1,Boulder,V1-,1,10.0,43.413140000000006,-89.71199,3,112,10,"Apr25,2022"
762,Trump Bucks,"Snake Charmer > 2.  Fat Raccoon > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/118816790/trump-bucks,1.5,-1,Boulder,V3+,1,,43.42754,-89.73544,2,378,11,"May1,2020"
763,Dirty Pockets,Whaler's Rock > 14. The Lost & Found (Neck Oil Wall) > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119758527/dirty-pockets,1.0,-1,Boulder,V0,1,20.0,43.41838,-89.72568000000001,3,280,9,"Oct17,2020"
764,Scriptures,The Mask > 03. Potholes Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/121553975/scriptures,1.0,-1,Boulder,V2+,1,,43.41252,-89.71961999999999,3,142,8,"Oct30,2021"
765,Slab,Fantasticorner > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106597649/slab,1.5,-1,Boulder,V0,1,,43.42572,-89.72618,4,532,3,"Nov10,2009"
766,Wasn't Not Fun,"Wasn't Not Fun > 6.  Happy Go Highball / Hidden Treasure > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/122559911/wasnt-not-fun,1.0,-1,Boulder,V2,1,,43.42518,-89.73685,2,105,10,"Jun12,2022"
767,Mandatory Recorder,"1.  The Instrumentals > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/119596762/mandatory-recorder,1.0,-1,Boulder,V1-,1,10.0,43.42707,-89.73666999999999,2,267,9,"Sep20,2020"
768,Ride The Pony,03. Pony Barricade > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119642374/ride-the-pony,1.0,-1,Boulder,V0,1,12.0,43.41666,-89.72598,2,245,8,"Sep28,2020"
769,Carrot On A Stick,03. Pony Barricade > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119642134/carrot-on-a-stick,1.0,-1,Boulder,V1,1,10.0,43.41666,-89.72598,2,245,8,"Sep28,2020"
770,Fiddlehead,15. Between the Ferns > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119576316/fiddlehead,1.0,-1,Boulder,V0,1,,43.41835,-89.73905,2,232,7,"Sep18,2020"
771,Deep Doodoo Left,4. Monolith Ridge - East Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111860574/deep-doodoo-left,1.0,-1,Boulder,V0,1,15.0,43.42157,-89.72333,2,653,8,"May18,2016"
772,Surprise Warmup,Surprise Boulder > 01. Surprise > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112281498/surprise-warmup,1.0,-1,Boulder,V0,1,7.0,43.41005,-89.74219000000001,2,541,7,"Nov1,2016"
773,Wonka Crack,Loompa Land > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107379212/wonka-crack,1.3,-1,Boulder,V0,1,,43.41962,-89.73644,3,905,7,"Nov21,2011"
774,Dreamy Bulge,Dreamo's Bluff > South of Fire Road > West Bluff Fire Road > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108995810/dreamy-bulge,1.0,-1,Boulder,V0,1,,43.41952,-89.74084,2,594,5,"May19,2014"
775,Green Slab,"Chilldo > 2.  Fat Raccoon > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/109235210/green-slab,1.0,-1,Boulder,V0,1,,43.428020000000004,-89.73584,2,559,5,"Jul16,2014"
776,Room to Grow,6. Fat Pants > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108413321/room-to-grow,1.0,-1,Boulder,V1,1,,43.41348,-89.71164,2,533,5,"Oct29,2013"
777,Caleb's Cave,Greatest Show Boulders > 3. Greatest Show > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106731417/calebs-cave,1.0,-1,Boulder,V3,1,12.0,43.424620000000004,-89.72344,2,594,4,"Apr14,2010"
778,Creaker,"5.  Nature Walk > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107256721/creaker,1.0,-1,Boulder,V3+ PG13,1,,43.4249,-89.73602,2,500,4,"Aug22,2011"
779,Dark Side of the Cube,A View to Kill > 500 ft. Boulder Field > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107261567/dark-side-of-the-cube,1.0,-1,Boulder,V0,1,,43.4201,-89.73593000000001,2,498,4,"Aug26,2011"
780,Feb-29,02. February Wall > East Bluff 02 - East of the Quarry > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106871313/february-29,1.0,-1,"Trad, TR, Boulder",5.10 V2,1,25.0,43.41404,-89.69763,2,526,3,"Aug26,2010"
781,Perth,Australia > 5. Monolith Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106584387/perth,1.0,-1,Boulder,V1,1,18.0,43.422909999999995,-89.72451,2,554,3,"Oct28,2009"
782,Get the Party Started,Block Party > 01. South Shore Talus > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107082213/get-the-party-started,1.0,-1,Boulder,V0,1,,43.41345,-89.7225,2,486,3,"Mar28,2011"
783,Green Corner,Upper Slant Boulder Field > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106541657/green-corner,1.0,-1,Boulder,V2,1,10.0,43.4211,-89.73704000000001,2,494,3,"Sep10,2009"
784,Struggle Ass Outta Hole,Evergreen > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114403446/struggle-ass-outta-hole,1.0,-1,Boulder,V2-3,1,9.0,43.424479999999996,-89.7249,1,660,11,"May25,2018"
785,Bumped Boy,Amazing Pillar > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119911371/bumped-boy,1.0,-1,Boulder,V1,1,,43.4036,-89.73416999999999,1,281,10,"Nov13,2020"
786,Naptime Chimney,1. Earth Mechanics > 1. North Shore > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/113942533/naptime-chimney,0.8,-1,Boulder,V-easy,1,18.0,43.427479999999996,-89.72686,5,640,10,"Dec19,2017"
787,Mensa,6. Monolith Ridge - West Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122766301/mensa,1.0,-1,Boulder,V0,1,10.0,43.42157,-89.72367,1,99,11,"Jul19,2022"
788,Timberwolf Arete,"3.  Larry Collins > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/117897208/timberwolf-arete,1.0,-1,Boulder,V1,1,15.0,43.42388,-89.73805,1,369,9,"Oct15,2019"
789,Aunt Milli,"Aunt Milli > 4.  Peaches and Castle in the Sky > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/118908355/aunt-milli,1.0,-1,Boulder,V0-1,1,15.0,43.42573,-89.7363,1,298,8,"May21,2020"
790,Call of the Child,"3.  Larry Collins > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/117897151/call-of-the-child,1.0,-1,Boulder,V-easy,1,14.0,43.42388,-89.73805,1,358,8,"Oct15,2019"
791,Unity Walk,Bakerâ€™s Stash > 01. Balanced Rock Trail > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119070482/unity-walk,1.0,-1,Boulder,V0,1,,43.41408,-89.72587,1,274,8,"Jun19,2020"
792,Worth a Squeeze,Bakerâ€™s Stash > 01. Balanced Rock Trail > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119070419/worth-a-squeeze,1.0,-1,Boulder,V1,1,,43.41408,-89.72587,1,274,8,"Jun19,2020"
793,A Little Choss,The Firepit > North of Fire Road > West Bluff Fire Road > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/117069942/a-little-choss,1.0,-1,Boulder,V0,1,10.0,43.42233,-89.74276,1,378,8,"Jun3,2019"
794,Sneaker Arete,15. Between the Ferns > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119576476/sneaker-arete,1.0,-1,Boulder,V0 PG13,1,,43.41835,-89.73905,1,237,8,"Sep18,2020"
795,Visible Arete,Balanced Talus AKA Easy Access > 01. South Shore Talus > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120358673/visible-arete,1.0,-1,Boulder,V0+,1,,43.41323,-89.7245,1,182,7,"Mar6,2021"
796,Medium Smalls,10. Vulture Lookout West > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/113337026/medium-smalls,1.0,-1,Boulder,V0,1,,43.41278,-89.70451,1,520,7,"Jul16,2017"
797,Over Easy,3. West Post > 09. East of the East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112270164/over-easy,1.0,-1,Boulder,V0,1,18.0,43.41288,-89.70783,1,579,7,"Oct28,2016"
798,Warmup,1. Dazed and Contused > 09. East of the East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112330282/warmup,1.0,-1,Boulder,V0,1,,43.412620000000004,-89.70849,1,543,7,"Nov19,2016"
